mating.regime,block,stock,treatment,replicate,sex,sample.size,total.mass,mean.mass.per.fly
vial,1,sim,low,5,f,3,0.777,0.259
vial,1,sim,low,5,f,3,0.82,0.273333333
vial,1,sim,low,5,f,3,0.713,0.237666667
vial,1,sim,low,5,f,3,0.775,0.258333333
vial,1,sim,low,5,f,3,0.724,0.241333333
vial,1,sim,low,5,f,3,0.725,0.241666667
vial,1,sim,low,5,f,3,0.801,0.267
vial,1,sim,low,5,f,3,0.809,0.269666667
vial,1,sim,low,5,f,3,0.759,0.253
vial,1,sim,low,5,f,3,0.664,0.221333333
vial,1,sim,low,6,f,3,0.991,0.330333333
vial,1,sim,low,6,f,3,0.655,0.218333333
vial,1,sim,low,6,f,3,0.922,0.307333333
vial,1,sim,low,6,f,3,0.976,0.325333333
vial,1,sim,low,6,f,3,1,0.333333333
vial,1,sim,low,6,f,3,0.99,0.33
vial,1,sim,low,7,f,3,0.789,0.263
vial,1,sim,low,7,f,3,0.812,0.270666667
vial,1,sim,low,7,f,3,0.915,0.305
vial,1,sim,low,7,f,3,0.893,0.297666667
vial,1,sim,low,7,f,3,0.847,0.282333333
vial,1,sim,low,7,f,3,0.983,0.327666667
vial,1,sim,low,7,f,3,0.911,0.303666667
vial,1,sim,low,7,f,3,0.902,0.300666667
vial,1,sim,low,7,f,3,0.844,0.281333333
vial,1,sim,low,7,f,3,0.932,0.310666667
vial,1,sim,low,8,f,3,0.726,0.242
vial,1,sim,low,8,f,3,0.709,0.236333333
vial,1,sim,low,8,f,3,0.69,0.23
vial,1,sim,low,8,f,3,0.737,0.245666667
vial,1,sim,low,8,f,3,0.804,0.268
vial,1,sim,low,8,f,3,0.702,0.234
vial,1,sim,low,8,f,3,0.724,0.241333333
vial,1,sim,low,8,f,3,0.701,0.233666667
vial,1,sim,low,9,f,3,0.904,0.301333333
vial,1,sim,low,9,f,3,0.973,0.324333333
vial,1,sim,low,9,f,3,0.872,0.290666667
vial,1,sim,low,9,f,3,0.895,0.298333333
vial,1,sim,low,9,f,3,0.975,0.325
vial,1,sim,low,9,f,3,0.963,0.321
vial,1,sim,low,9,f,3,0.856,0.285333333
vial,1,sim,low,9,f,3,0.999,0.333
vial,1,sim,low,9,f,3,0.888,0.296
vial,1,sim,low,9,f,3,0.923,0.307666667
vial,1,bw,low,1,f,3,0.687,0.229
vial,1,bw,low,1,f,3,0.708,0.236
vial,1,bw,low,1,f,3,0.712,0.237333333
vial,1,bw,low,1,f,3,0.695,0.231666667
vial,1,bw,low,1,f,3,0.737,0.245666667
vial,1,bw,low,1,f,3,0.67,0.223333333
vial,1,bw,low,1,f,3,0.81,0.27
vial,1,bw,low,1,f,3,0.717,0.239
vial,1,bw,low,1,f,3,0.693,0.231
vial,1,bw,low,1,f,3,0.692,0.230666667
vial,1,bw,low,2,f,3,0.747,0.249
vial,1,bw,low,2,f,3,0.773,0.257666667
vial,1,bw,low,2,f,3,0.871,0.290333333
vial,1,bw,low,2,f,3,0.814,0.271333333
vial,1,bw,low,2,f,3,0.779,0.259666667
vial,1,bw,low,2,f,3,0.822,0.274
vial,1,bw,low,2,f,3,0.802,0.267333333
vial,1,bw,low,2,f,3,0.828,0.276
vial,1,bw,low,2,f,3,0.987,0.329
vial,1,bw,low,2,f,3,0.781,0.260333333
vial,1,bw,low,3,f,3,0.891,0.297
vial,1,bw,low,3,f,3,0.915,0.305
vial,1,bw,low,3,f,3,0.882,0.294
vial,1,bw,low,3,f,3,0.823,0.274333333
vial,1,bw,low,4,f,3,0.905,0.301666667
vial,1,bw,low,4,f,3,0.825,0.275
vial,1,bw,low,3,f,3,0.824,0.274666667
vial,1,bw,low,3,f,3,0.911,0.303666667
vial,1,bw,low,3,f,3,0.809,0.269666667
vial,1,bw,low,3,f,3,0.775,0.258333333
vial,1,bw,low,3,f,3,0.864,0.288
vial,1,bw,low,3,f,3,0.815,0.271666667
vial,1,bw,low,4,f,3,0.958,0.319333333
vial,1,bw,low,4,f,3,0.883,0.294333333
vial,1,bw,low,4,f,3,0.844,0.281333333
vial,1,bw,low,4,f,3,0.98,0.326666667
vial,1,bw,low,4,f,3,0.912,0.304
vial,1,bw,low,4,f,3,0.939,0.313
vial,1,bw,low,4,f,3,0.974,0.324666667
vial,1,bw,low,4,f,3,0.8,0.266666667
vial,1,bw,low,5,f,3,0.875,0.291666667
vial,1,bw,low,5,f,3,0.821,0.273666667
vial,1,bw,low,5,f,3,0.799,0.266333333
vial,1,bw,low,5,f,3,0.79,0.263333333
vial,1,bw,low,5,f,3,0.889,0.296333333
vial,1,bw,low,5,f,3,0.834,0.278
vial,1,bw,low,5,f,3,0.723,0.241
vial,1,bw,low,5,f,3,0.78,0.26
vial,1,bw,low,5,f,3,0.77,0.256666667
vial,1,bw,low,5,f,3,0.665,0.221666667
vial,1,bw,low,6,f,3,0.841,0.280333333
vial,1,bw,low,6,f,3,0.766,0.255333333
vial,1,bw,low,6,f,3,0.74,0.246666667
vial,1,bw,low,6,f,3,0.763,0.254333333
vial,1,bw,low,6,f,3,0.714,0.238
vial,1,bw,low,6,f,3,0.82,0.273333333
vial,1,bw,low,6,f,3,0.893,0.297666667
vial,1,bw,low,6,f,3,0.791,0.263666667
vial,1,bw,low,6,f,3,0.791,0.263666667
vial,1,bw,low,6,f,3,0.789,0.263
vial,1,bw,low,7,f,3,0.598,0.199333333
vial,1,bw,low,7,f,3,0.65,0.216666667
vial,1,bw,low,7,f,3,0.717,0.239
vial,1,bw,low,7,f,3,0.711,0.237
vial,1,bw,low,7,f,3,0.666,0.222
vial,1,bw,low,7,f,3,0.627,0.209
vial,1,bw,low,7,f,3,0.622,0.207333333
vial,1,bw,low,7,f,3,0.691,0.230333333
vial,1,bw,low,7,f,3,0.714,0.238
vial,1,bw,low,7,f,3,0.621,0.207
vial,1,bw,low,8,f,3,0.884,0.294666667
vial,1,bw,low,8,f,3,0.813,0.271
vial,1,bw,low,8,f,3,0.771,0.257
vial,1,bw,low,8,f,3,0.861,0.287
vial,1,bw,low,8,f,3,0.761,0.253666667
vial,1,bw,low,8,f,3,0.789,0.263
vial,1,bw,low,8,f,3,0.793,0.264333333
vial,1,bw,low,8,f,3,0.999,0.333
vial,1,bw,low,8,f,3,0.877,0.292333333
vial,1,bw,low,8,f,3,0.84,0.28
vial,1,bw,low,9,f,3,0.748,0.249333333
vial,1,bw,low,9,f,3,0.805,0.268333333
vial,1,bw,low,9,f,3,0.771,0.257
vial,1,bw,low,9,f,3,0.792,0.264
vial,1,bw,low,9,f,3,0.901,0.300333333
vial,1,bw,low,9,f,3,0.686,0.228666667
vial,1,bw,low,9,f,3,0.846,0.282
vial,1,bw,low,9,f,3,0.796,0.265333333
vial,1,bw,low,9,f,3,0.802,0.267333333
vial,1,bw,low,9,f,3,0.697,0.232333333
vial,1,bw,low,1,m,3,0.469,0.156333333
vial,1,bw,low,1,m,3,0.42,0.14
vial,1,bw,low,1,m,3,0.493,0.164333333
vial,1,bw,low,1,m,3,0.456,0.152
vial,1,bw,low,1,m,3,0.512,0.170666667
vial,1,bw,low,1,m,3,0.419,0.139666667
vial,1,bw,low,1,m,3,0.539,0.179666667
vial,1,bw,low,1,m,3,0.57,0.19
vial,1,bw,low,1,m,3,0.426,0.142
vial,1,bw,low,1,m,3,0.439,0.146333333
vial,1,bw,low,2,m,3,0.456,0.152
vial,1,bw,low,2,m,3,0.494,0.164666667
vial,1,bw,low,2,m,3,0.447,0.149
vial,1,bw,low,2,m,3,0.467,0.155666667
vial,1,bw,low,2,m,3,0.439,0.146333333
vial,1,bw,low,2,m,3,0.47,0.156666667
vial,1,bw,low,2,m,3,0.458,0.152666667
vial,1,bw,low,2,m,3,0.463,0.154333333
vial,1,bw,low,2,m,3,0.454,0.151333333
vial,1,bw,low,2,m,3,0.427,0.142333333
vial,1,bw,low,3,m,3,0.477,0.159
vial,1,bw,low,3,m,3,0.473,0.157666667
vial,1,bw,low,3,m,3,0.514,0.171333333
vial,1,bw,low,3,m,3,0.476,0.158666667
vial,1,bw,low,3,m,3,0.475,0.158333333
vial,1,bw,low,3,m,3,0.487,0.162333333
vial,1,bw,low,3,m,3,0.477,0.159
vial,1,bw,low,3,m,3,0.448,0.149333333
vial,1,bw,low,3,m,3,0.461,0.153666667
vial,1,bw,low,3,m,3,0.462,0.154
vial,1,bw,low,4,m,3,0.49,0.163333333
vial,1,bw,low,4,m,3,0.544,0.181333333
vial,1,bw,low,4,m,3,0.54,0.18
vial,1,bw,low,4,m,3,0.547,0.182333333
vial,1,bw,low,4,m,3,0.528,0.176
vial,1,bw,low,4,m,3,0.535,0.178333333
vial,1,bw,low,4,m,3,0.557,0.185666667
vial,1,bw,low,4,m,3,0.559,0.186333333
vial,1,bw,low,4,m,3,0.538,0.179333333
vial,1,bw,low,4,m,3,0.545,0.181666667
vial,1,bw,low,5,m,3,0.506,0.168666667
vial,1,bw,low,5,m,3,0.47,0.156666667
vial,1,bw,low,5,m,3,0.458,0.152666667
vial,1,bw,low,5,m,3,0.477,0.159
vial,1,bw,low,5,m,3,0.485,0.161666667
vial,1,bw,low,5,m,3,0.458,0.152666667
vial,1,bw,low,5,m,3,0.475,0.158333333
vial,1,bw,low,5,m,3,0.445,0.148333333
vial,1,bw,low,5,m,3,0.469,0.156333333
vial,1,bw,low,5,m,3,0.458,0.152666667
vial,1,bw,low,6,m,3,0.451,0.150333333
vial,1,bw,low,6,m,3,0.459,0.153
vial,1,bw,low,6,m,3,0.432,0.144
vial,1,bw,low,6,m,3,0.447,0.149
vial,1,bw,low,6,m,3,0.473,0.157666667
vial,1,bw,low,6,m,3,0.485,0.161666667
vial,1,bw,low,6,m,3,0.438,0.146
vial,1,bw,low,6,m,3,0.469,0.156333333
vial,1,bw,low,6,m,3,0.476,0.158666667
vial,1,bw,low,6,m,3,0.497,0.165666667
vial,1,bw,low,7,m,2,0.31,0.155
vial,1,bw,low,7,m,3,0.531,0.177
vial,1,bw,low,7,m,3,0.456,0.152
vial,1,bw,low,7,m,3,0.471,0.157
vial,1,bw,low,7,m,3,0.447,0.149
vial,1,bw,low,7,m,3,0.497,0.165666667
vial,1,bw,low,7,m,3,0.471,0.157
vial,1,bw,low,7,m,3,0.462,0.154
vial,1,bw,low,7,m,3,0.514,0.171333333
vial,1,bw,low,7,m,3,0.453,0.151
vial,1,bw,low,8,m,3,0.493,0.164333333
vial,1,bw,low,8,m,3,0.47,0.156666667
vial,1,bw,low,8,m,3,0.472,0.157333333
vial,1,bw,low,8,m,3,0.455,0.151666667
vial,1,bw,low,8,m,3,0.472,0.157333333
vial,1,bw,low,8,m,3,0.478,0.159333333
vial,1,bw,low,8,m,3,0.449,0.149666667
vial,1,bw,low,8,m,3,0.431,0.143666667
vial,1,bw,low,8,m,3,0.44,0.146666667
vial,1,bw,low,8,m,3,0.458,0.152666667
vial,1,bw,low,9,m,3,0.472,0.157333333
vial,1,bw,low,9,m,3,0.412,0.137333333
vial,1,bw,low,9,m,3,0.462,0.154
vial,1,bw,low,9,m,3,0.42,0.14
vial,1,bw,low,9,m,3,0.438,0.146
vial,1,bw,low,9,m,3,0.443,0.147666667
vial,1,bw,low,9,m,3,0.484,0.161333333
vial,1,bw,low,9,m,3,0.39,0.13
vial,1,bw,low,9,m,3,0.45,0.15
vial,1,bw,low,9,m,3,0.466,0.155333333
vial,1,bw,high,1,f,3,0.648,0.216
vial,1,bw,high,1,f,3,0.709,0.236333333
vial,1,bw,high,1,f,3,0.548,0.182666667
vial,1,bw,high,1,f,3,0.698,0.232666667
vial,1,bw,high,1,f,3,0.73,0.243333333
vial,1,bw,high,1,f,3,0.692,0.230666667
vial,1,bw,high,1,f,3,0.588,0.196
vial,1,bw,high,1,f,3,0.674,0.224666667
vial,1,bw,high,1,f,2,0.478,0.239
vial,1,bw,high,1,f,2,0.416,0.208
vial,1,bw,high,2,f,3,0.532,0.177333333
vial,1,bw,high,2,f,3,0.663,0.221
vial,1,bw,high,2,f,3,0.672,0.224
vial,1,bw,high,2,f,3,0.595,0.198333333
vial,1,bw,high,2,f,3,0.668,0.222666667
vial,1,bw,high,2,f,3,0.691,0.230333333
vial,1,bw,high,2,f,3,0.593,0.197666667
vial,1,bw,high,2,f,3,0.629,0.209666667
vial,1,bw,high,2,f,3,0.58,0.193333333
vial,1,bw,high,2,f,3,0.689,0.229666667
vial,1,bw,high,3,f,3,0.871,0.290333333
vial,1,bw,high,3,f,3,0.903,0.301
vial,1,bw,high,3,f,3,0.833,0.277666667
vial,1,bw,high,3,f,3,0.87,0.29
vial,1,bw,high,3,f,3,0.676,0.225333333
vial,1,bw,high,3,f,3,0.817,0.272333333
vial,1,bw,high,3,f,3,0.903,0.301
vial,1,bw,high,3,f,3,0.837,0.279
vial,1,bw,high,3,f,3,0.877,0.292333333
vial,1,bw,high,3,f,3,0.718,0.239333333
vial,1,bw,high,4,f,3,0.702,0.234
vial,1,bw,high,4,f,3,0.708,0.236
vial,1,bw,high,4,f,3,0.729,0.243
vial,1,bw,high,4,f,3,0.511,0.170333333
vial,1,bw,high,4,f,3,0.595,0.198333333
vial,1,bw,high,4,f,3,0.569,0.189666667
vial,1,bw,high,4,f,3,0.561,0.187
vial,1,bw,high,4,f,3,0.611,0.203666667
vial,1,bw,high,4,f,3,0.588,0.196
vial,1,bw,high,4,f,3,0.454,0.151333333
vial,1,bw,high,5,f,3,0.647,0.215666667
vial,1,bw,high,5,f,3,0.568,0.189333333
vial,1,bw,high,5,f,3,0.713,0.237666667
vial,1,bw,high,5,f,3,0.642,0.214
vial,1,bw,high,5,f,3,0.697,0.232333333
vial,1,bw,high,5,f,3,0.642,0.214
vial,1,bw,high,5,f,3,0.687,0.229
vial,1,bw,high,5,f,3,0.645,0.215
vial,1,bw,high,5,f,3,0.634,0.211333333
vial,1,bw,high,5,f,3,0.601,0.200333333
vial,1,bw,high,6,f,3,0.649,0.216333333
vial,1,bw,high,6,f,3,0.7,0.233333333
vial,1,bw,high,6,f,3,0.665,0.221666667
vial,1,bw,high,6,f,3,0.676,0.225333333
vial,1,bw,high,6,f,3,0.697,0.232333333
vial,1,bw,high,6,f,3,0.689,0.229666667
vial,1,bw,high,6,f,3,0.761,0.253666667
vial,1,bw,high,6,f,3,0.603,0.201
vial,1,bw,high,6,f,3,0.574,0.191333333
vial,1,bw,high,6,f,3,0.788,0.262666667
vial,1,bw,high,7,f,3,0.887,0.295666667
vial,1,bw,high,7,f,3,0.946,0.315333333
vial,1,bw,high,7,f,3,1.066,0.355333333
vial,1,bw,high,7,f,3,0.897,0.299
vial,1,bw,high,7,f,3,0.862,0.287333333
vial,1,bw,high,7,f,3,0.792,0.264
vial,1,bw,high,7,f,3,0.79,0.263333333
vial,1,bw,high,7,f,3,0.721,0.240333333
vial,1,bw,high,7,f,3,0.862,0.287333333
vial,1,bw,high,7,f,3,0.713,0.237666667
vial,1,bw,high,8,f,3,0.558,0.186
vial,1,bw,high,8,f,3,0.671,0.223666667
vial,1,bw,high,8,f,3,0.571,0.190333333
vial,1,bw,high,8,f,3,0.501,0.167
vial,1,bw,high,8,f,3,0.765,0.255
vial,1,bw,high,8,f,3,0.552,0.184
vial,1,bw,high,8,f,3,0.523,0.174333333
vial,1,bw,high,8,f,3,0.623,0.207666667
vial,1,bw,high,8,f,3,0.589,0.196333333
vial,1,bw,high,8,f,3,0.702,0.234
vial,1,bw,high,9,f,3,0.505,0.168333333
vial,1,bw,high,9,f,3,0.629,0.209666667
vial,1,bw,high,9,f,3,0.724,0.241333333
vial,1,bw,high,9,f,3,0.699,0.233
vial,1,bw,high,9,f,3,1.035,0.345
vial,1,bw,high,9,f,3,0.56,0.186666667
vial,1,bw,high,9,f,3,0.554,0.184666667
vial,1,bw,high,9,f,3,0.754,0.251333333
vial,1,bw,high,9,f,3,0.695,0.231666667
vial,1,bw,high,9,f,3,0.915,0.305
vial,1,bw,high,1,m,3,0.404,0.134666667
vial,1,bw,high,1,m,3,0.456,0.152
vial,1,bw,high,1,m,3,0.432,0.144
vial,1,bw,high,1,m,3,0.417,0.139
vial,1,bw,high,1,m,3,0.303,0.101
vial,1,bw,high,1,m,3,0.347,0.115666667
vial,1,bw,high,1,m,3,0.419,0.139666667
vial,1,bw,high,1,m,3,0.345,0.115
vial,1,bw,high,1,m,3,0.467,0.155666667
vial,1,bw,high,2,m,3,0.405,0.135
vial,1,bw,high,2,m,3,0.381,0.127
vial,1,bw,high,2,m,3,0.319,0.106333333
vial,1,bw,high,2,m,3,0.36,0.12
vial,1,bw,high,2,m,3,0.408,0.136
vial,1,bw,high,2,m,3,0.359,0.119666667
vial,1,bw,high,2,m,3,0.357,0.119
vial,1,bw,high,2,m,3,0.396,0.132
vial,1,bw,high,2,m,3,0.341,0.113666667
vial,1,bw,high,2,m,3,0.357,0.119
vial,1,bw,high,3,m,3,0.518,0.172666667
vial,1,bw,high,3,m,3,0.522,0.174
vial,1,bw,high,3,m,3,0.334,0.111333333
vial,1,bw,high,3,m,3,0.447,0.149
vial,1,bw,high,3,m,3,0.464,0.154666667
vial,1,bw,high,3,m,3,0.42,0.14
vial,1,bw,high,3,m,3,0.533,0.177666667
vial,1,bw,high,3,m,3,0.534,0.178
vial,1,bw,high,4,m,3,0.423,0.141
vial,1,bw,high,4,m,3,0.432,0.144
vial,1,bw,high,4,m,3,0.506,0.168666667
vial,1,bw,high,4,m,3,0.391,0.130333333
vial,1,bw,high,4,m,3,0.377,0.125666667
vial,1,bw,high,4,m,3,0.354,0.118
vial,1,bw,high,4,m,3,0.429,0.143
vial,1,bw,high,4,m,3,0.396,0.132
vial,1,bw,high,4,m,3,0.314,0.104666667
vial,1,bw,high,4,m,3,0.362,0.120666667
vial,1,bw,high,5,m,3,0.424,0.141333333
vial,1,bw,high,5,m,3,0.445,0.148333333
vial,1,bw,high,5,m,3,0.363,0.121
vial,1,bw,high,5,m,3,0.385,0.128333333
vial,1,bw,high,5,m,3,0.435,0.145
vial,1,bw,high,5,m,3,0.47,0.156666667
vial,1,bw,high,5,m,3,0.444,0.148
vial,1,bw,high,5,m,3,0.436,0.145333333
vial,1,bw,high,5,m,3,0.402,0.134
vial,1,bw,high,5,m,3,0.444,0.148
vial,1,bw,high,5,m,3,0.371,0.123666667
vial,1,bw,high,6,m,3,0.445,0.148333333
vial,1,bw,high,6,m,3,0.413,0.137666667
vial,1,bw,high,6,m,3,0.501,0.167
vial,1,bw,high,6,m,3,0.35,0.116666667
vial,1,bw,high,6,m,3,0.369,0.123
vial,1,bw,high,6,m,3,0.386,0.128666667
vial,1,bw,high,6,m,3,0.427,0.142333333
vial,1,bw,high,6,m,3,0.452,0.150666667
vial,1,bw,high,6,m,3,0.445,0.148333333
vial,1,bw,high,3,m,3,0.397,0.132333333
vial,1,bw,high,3,m,3,0.467,0.155666667
vial,1,bw,high,7,m,3,0.512,0.170666667
vial,1,bw,high,7,m,3,0.435,0.145
vial,1,bw,high,7,m,2,0.309,0.1545
vial,1,bw,high,7,m,3,0.428,0.142666667
vial,1,bw,high,7,m,2,0.306,0.153
vial,1,bw,high,7,m,2,0.507,0.2535
vial,1,bw,high,7,m,3,0.472,0.157333333
vial,1,bw,high,7,m,3,0.469,0.156333333
vial,1,bw,high,7,m,3,0.554,0.184666667
vial,1,bw,high,7,m,3,0.521,0.173666667
vial,1,bw,high,8,m,3,0.335,0.111666667
vial,1,bw,high,8,m,3,0.392,0.130666667
vial,1,bw,high,8,m,3,0.428,0.142666667
vial,1,bw,high,8,m,3,0.386,0.128666667
vial,1,bw,high,8,m,3,0.389,0.129666667
vial,1,bw,high,8,m,3,0.404,0.134666667
vial,1,bw,high,8,m,3,0.429,0.143
vial,1,bw,high,8,m,3,0.361,0.120333333
vial,1,bw,high,8,m,3,0.443,0.147666667
vial,1,bw,high,8,m,3,0.366,0.122
vial,1,bw,high,9,m,3,0.415,0.138333333
vial,1,bw,high,9,m,3,0.332,0.110666667
vial,1,bw,high,9,m,3,0.372,0.124
vial,1,bw,high,9,m,3,0.344,0.114666667
vial,1,bw,high,9,m,3,0.409,0.136333333
vial,1,bw,high,9,m,3,0.41,0.136666667
vial,1,bw,high,9,m,3,0.347,0.115666667
vial,1,inbred,high,1,f,3,0.728,0.242666667
vial,1,inbred,high,1,f,3,0.634,0.211333333
vial,1,inbred,high,1,f,3,0.728,0.242666667
vial,1,inbred,high,1,f,3,0.662,0.220666667
vial,1,inbred,high,1,f,3,0.624,0.208
vial,1,inbred,high,1,f,3,0.599,0.199666667
vial,1,inbred,high,1,f,3,0.605,0.201666667
vial,1,inbred,high,1,f,3,0.714,0.238
vial,1,inbred,high,1,f,3,0.681,0.227
vial,1,inbred,high,2,f,3,0.719,0.239666667
vial,1,inbred,high,2,f,3,0.732,0.244
vial,1,inbred,high,2,f,3,0.702,0.234
vial,1,inbred,high,2,f,3,0.754,0.251333333
vial,1,inbred,high,2,f,3,0.698,0.232666667
vial,1,inbred,high,2,f,3,0.765,0.255
vial,1,inbred,high,2,f,3,0.707,0.235666667
vial,1,inbred,high,2,f,3,0.71,0.236666667
vial,1,inbred,high,2,f,3,0.747,0.249
vial,1,inbred,high,2,f,3,0.753,0.251
vial,1,inbred,high,3,f,3,0.836,0.278666667
vial,1,inbred,high,3,f,3,0.81,0.27
vial,1,inbred,high,3,f,3,0.724,0.241333333
vial,1,inbred,high,3,f,3,0.818,0.272666667
vial,1,inbred,high,3,f,3,0.673,0.224333333
vial,1,inbred,high,3,f,3,0.83,0.276666667
vial,1,inbred,high,3,f,3,0.769,0.256333333
vial,1,inbred,high,3,f,3,0.731,0.243666667
vial,1,inbred,high,3,f,3,0.698,0.232666667
vial,1,inbred,high,3,f,3,0.766,0.255333333
vial,1,inbred,high,4,f,3,0.582,0.194
vial,1,inbred,high,4,f,3,0.678,0.226
vial,1,inbred,high,4,f,3,0.582,0.194
vial,1,inbred,high,4,f,3,0.502,0.167333333
vial,1,inbred,high,4,f,3,0.576,0.192
vial,1,inbred,high,4,f,3,0.587,0.195666667
vial,1,inbred,high,4,f,3,0.64,0.213333333
vial,1,inbred,high,4,f,3,0.719,0.239666667
vial,1,inbred,high,4,f,3,0.505,0.168333333
vial,1,inbred,high,4,f,3,0.651,0.217
vial,1,inbred,high,5,f,3,0.847,0.282333333
vial,1,inbred,high,5,f,3,0.862,0.287333333
vial,1,inbred,high,5,f,3,0.881,0.293666667
vial,1,inbred,high,5,f,3,0.94,0.313333333
vial,1,inbred,high,5,f,3,0.862,0.287333333
vial,1,inbred,high,5,f,3,0.837,0.279
vial,1,inbred,high,5,f,3,0.754,0.251333333
vial,1,inbred,high,5,f,3,0.788,0.262666667
vial,1,inbred,high,5,f,3,0.81,0.27
vial,1,inbred,high,5,f,3,0.869,0.289666667
vial,1,inbred,high,6,f,3,0.647,0.215666667
vial,1,inbred,high,6,f,3,0.631,0.210333333
vial,1,inbred,high,6,f,3,0.582,0.194
vial,1,inbred,high,6,f,2,0.382,0.191
vial,1,inbred,high,6,f,3,0.573,0.191
vial,1,inbred,high,6,f,3,0.546,0.182
vial,1,inbred,high,6,f,3,0.625,0.208333333
vial,1,inbred,high,6,f,3,0.618,0.206
vial,1,inbred,high,6,f,3,0.634,0.211333333
vial,1,inbred,high,6,f,3,0.585,0.195
vial,1,inbred,high,1,m,3,0.358,0.119333333
vial,1,inbred,high,1,m,3,0.369,0.123
vial,1,inbred,high,1,m,3,0.409,0.136333333
vial,1,inbred,high,1,m,3,0.41,0.136666667
vial,1,inbred,high,1,m,3,0.424,0.141333333
vial,1,inbred,high,1,m,3,0.394,0.131333333
vial,1,inbred,high,1,m,3,0.369,0.123
vial,1,inbred,high,1,m,3,0.402,0.134
vial,1,inbred,high,1,m,3,0.392,0.130666667
vial,1,inbred,high,1,m,3,0.416,0.138666667
vial,1,inbred,high,2,m,3,0.44,0.146666667
vial,1,inbred,high,2,m,3,0.487,0.162333333
vial,1,inbred,high,2,m,3,0.501,0.167
vial,1,inbred,high,2,m,3,0.482,0.160666667
vial,1,inbred,high,2,m,3,0.497,0.165666667
vial,1,inbred,high,2,m,3,0.544,0.181333333
vial,1,inbred,high,2,m,3,0.521,0.173666667
vial,1,inbred,high,2,m,3,0.477,0.159
vial,1,inbred,high,2,m,3,0.483,0.161
vial,1,inbred,high,2,m,3,0.539,0.179666667
vial,1,inbred,high,3,m,3,0.469,0.156333333
vial,1,inbred,high,3,m,3,0.478,0.159333333
vial,1,inbred,high,3,m,3,0.478,0.159333333
vial,1,inbred,high,3,m,3,0.455,0.151666667
vial,1,inbred,high,3,m,3,0.473,0.157666667
vial,1,inbred,high,3,m,3,0.489,0.163
vial,1,inbred,high,3,m,3,0.447,0.149
vial,1,inbred,high,3,m,3,0.475,0.158333333
vial,1,inbred,high,3,m,3,0.481,0.160333333
vial,1,inbred,high,3,m,3,0.489,0.163
vial,1,inbred,high,4,m,3,0.438,0.146
vial,1,inbred,high,4,m,3,0.399,0.133
vial,1,inbred,high,4,m,3,0.36,0.12
vial,1,inbred,high,4,m,3,0.364,0.121333333
vial,1,inbred,high,4,m,3,0.426,0.142
vial,1,inbred,high,4,m,3,0.326,0.108666667
vial,1,inbred,high,4,m,3,0.388,0.129333333
vial,1,inbred,high,4,m,3,0.381,0.127
vial,1,inbred,high,4,m,3,0.395,0.131666667
vial,1,inbred,high,4,m,3,0.441,0.147
vial,1,inbred,high,5,m,3,0.508,0.169333333
vial,1,inbred,high,5,m,3,0.477,0.159
vial,1,inbred,high,5,m,3,0.531,0.177
vial,1,inbred,high,5,m,3,0.468,0.156
vial,1,inbred,high,5,m,3,0.558,0.186
vial,1,inbred,high,5,m,3,0.526,0.175333333
vial,1,inbred,high,5,m,3,0.543,0.181
vial,1,inbred,high,5,m,3,0.489,0.163
vial,1,inbred,high,5,m,3,0.552,0.184
vial,1,inbred,high,5,m,3,0.519,0.173
vial,1,inbred,high,6,m,3,0.409,0.136333333
vial,1,inbred,high,6,m,3,0.399,0.133
vial,1,inbred,high,6,m,3,0.452,0.150666667
vial,1,inbred,high,6,m,3,0.414,0.138
vial,1,inbred,high,6,m,3,0.389,0.129666667
vial,1,inbred,high,6,m,3,0.429,0.143
vial,1,inbred,high,6,m,3,0.393,0.131
vial,1,inbred,high,6,m,3,0.413,0.137666667
vial,1,inbred,high,6,m,3,0.394,0.131333333
vial,1,inbred,high,6,m,3,0.443,0.147666667
vial,1,inbred,low,1,m,3,0.653,0.217666667
vial,1,inbred,low,1,m,3,0.66,0.22
vial,1,inbred,low,1,m,3,0.657,0.219
vial,1,inbred,low,1,m,3,0.609,0.203
vial,1,inbred,low,2,m,3,0.638,0.212666667
vial,1,inbred,low,2,m,3,0.606,0.202
vial,1,inbred,low,2,m,3,0.644,0.214666667
vial,1,inbred,low,2,m,3,0.609,0.203
vial,1,inbred,low,2,m,3,0.613,0.204333333
vial,1,inbred,low,2,m,3,0.593,0.197666667
vial,1,inbred,low,3,m,3,0.617,0.205666667
vial,1,inbred,low,3,m,3,0.603,0.201
vial,1,inbred,low,3,m,3,0.633,0.211
vial,1,inbred,low,3,m,3,0.614,0.204666667
vial,1,inbred,low,3,m,3,0.635,0.211666667
vial,1,inbred,low,3,m,3,0.399,0.133
vial,1,inbred,low,3,m,3,0.617,0.205666667
vial,1,inbred,low,3,m,3,0.596,0.198666667
vial,1,inbred,low,3,m,3,0.624,0.208
vial,1,inbred,low,3,m,3,0.617,0.205666667
vial,1,inbred,low,4,m,3,0.625,0.208333333
vial,1,inbred,low,4,m,3,0.639,0.213
vial,1,inbred,low,4,m,3,0.641,0.213666667
vial,1,inbred,low,4,m,3,0.639,0.213
vial,1,inbred,low,4,m,3,0.644,0.214666667
vial,1,inbred,low,4,m,3,0.657,0.219
vial,1,inbred,low,4,m,3,0.63,0.21
vial,1,inbred,low,5,m,3,0.591,0.197
